,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
460180,74507,62.08092983236,31.76487037734,169319778455797888,1.9986,17.809,9.968,-14.758,14.558337,0.002762,15.111564,0.003014,13.847699,0.003833,13.46955,0.060836,1.263865,0.553227,0.710638,,5455.8,446.9807,0.7328,0.514175,0.933,0.227,0.6487228,K      
173007,73007,19.65307682212,63.04262899821,523132857810242304,0.4908,2.429,-2.373,-0.517,12.164105,0.002762,12.817225,0.002903,11.367683,0.003833,,,1.449542,0.65312,0.796422,,15592.6,2446.605,8.3792,2501.5881,6.201,,0.504263,B      
148012,48012,36.55738827829,59.01459747769,459040954939140480,0.4123,0.957,-0.588,-0.755,14.182444,0.002912,14.493014,0.004303,13.691803,0.004486,,,0.801211,0.310571,0.490641,,12145.2,2788.2368,2.526,85.10322,3.001,,0.6480004,B      
597699,12026,87.28618573933,-70.05325329012,4657383405337615616,-0.08,2.193,1.945,1.015,17.506006,0.003402,17.14273,0.028213,17.281212,0.028723,,,-0.138481,-0.363276,0.224794,,15114.6,15738.447,1.3412,,,,,O      
461631,75958,60.85804743521,34.33685392695,170953102978651648,2.3625,20.283,13.681,-14.975,14.209709,0.002759,14.745542,0.00295,13.519503,0.003831,13.226324,0.044815,1.226039,0.535832,0.690207,,5064.8,416.7569,0.8249,0.4036561,0.798,13.368,0.6258619,K      
211271,25598,57.53131997512,24.29830909808,66554744499344512,0.4876,1.233,1.058,0.633,13.7661,0.002786,14.112261,0.002908,13.1325,0.003832,12.873607,0.044652,0.979761,0.346161,0.6336,,5872.1,954.0243,1.7235,12.118648,1.598,2.228,0.48823327,F      
317524,31851,46.94971574099,26.93721555475,115566647835510528,1.026,10.473,8.401,-6.254,14.051375,0.002767,14.475331,0.002911,13.456366,0.00385,13.107997,0.047486,1.018966,0.423956,0.59501,,5422.1,895.7156,1.5578,2.031792,0.973,12.344,0.5001915,G      
129649,29649,27.22309979896,55.64859168767,408692702591907200,0.4684,1.841,-1.078,-1.492,11.883851,0.002767,12.02032,0.002863,11.622058,0.003809,,,0.398262,0.136469,0.261793,,15003.8,1650.0302,2.7433,472.59915,4.452,,0.9122389,B      
474979,89306,80.4540302931,32.37658531687,180776689616190592,0.3522,4.56,0.602,-4.521,15.121708,0.002781,15.974874,0.003813,14.204206,0.003926,13.749281,0.095113,1.770668,0.853166,0.917502,,5066.8,1310.155,2.791,16.55447,1.8,1.592,0.19926532,K      
161238,61238,23.2574459901,59.75467130187,509388829330005120,0.3237,1.199,-1.112,-0.446,13.417241,0.002774,13.582443,0.002933,13.119459,0.003863,,,0.462984,0.165202,0.297782,,14238.6,3713.4656,3.2968,242.16243,3.895,,0.6309265,B      
551582,65909,86.03218605222,3.74507128758,3319537277701299712,9.9382,38.936,6.885,-38.323,13.735417,0.002766,14.772708,0.003008,12.725259,0.003819,12.29682,0.032428,2.047449,1.037291,1.010159,,5090.4,100.9738,0.4992,0.059549704,0.572,5.641,0.6677485,M      
443545,57872,72.07978740845,27.15066900118,154466200994709632,0.7344,5.61,-0.579,-5.58,11.222749,0.00278,12.316854,0.002876,10.195859,0.003801,9.741278,0.007296,2.120995,1.094105,1.02689,,4790.0,1311.8376,22.7757,249.53302,3.801,0.202,0.09875254,K      
75874,75874,334.95835053288,11.25793678323,2724577512842595840,1.474,6.366,5.049,3.877,11.643952,0.003949,11.794504,0.008927,11.371618,0.00883,11.208638,0.046886,0.422886,0.150552,0.272334,,7793.1,652.0995,1.6956,9.662879,1.685,0.734,0.49802965,A      
250950,65277,70.48814286738,24.82326879859,148064741217507456,7.5539,16.038,-12.442,10.119,9.814013,0.002767,10.116777,0.002804,9.342911,0.003796,9.152767,0.058591,0.773867,0.302765,0.471102,,5958.3,131.6892,1.2089,1.6580945,1.06,5.948,0.5566835,F      
467187,81514,69.4285541919,36.88813167196,175384375354732544,0.1421,0.644,0.385,-0.516,13.921486,0.002773,15.195217,0.003521,12.82032,0.0039,12.262318,0.029938,2.374897,1.273731,1.101166,,4608.1,3055.2373,20.6156,171.01851,3.802,0.202,0.04192501,K      
332326,46653,73.24815519762,25.35405019897,153182967845654144,0.941,3.429,-3.4,0.444,14.859954,0.00279,15.529236,0.003294,14.032083,0.003977,13.656735,0.11557,1.497153,0.669282,0.827871,,5887.7,1372.2118,2.3717,2.979845,1.102,7.023,0.2679974,G      
595368,9695,282.03409078472,-2.84995015566,4259000556967717248,0.3163,2.182,-1.022,-1.928,13.853896,0.003739,15.081267,0.011362,12.751394,0.010529,12.203251,0.045915,2.329873,1.227371,1.102502,,15022.1,2404.5479,7.8893,,,,,O      
88542,88542,105.71896898718,-9.43657261634,3049743065854282624,1.9414,7.133,-6.852,-1.984,10.813689,0.00442,10.879889,0.002842,10.465534,0.003811,10.342023,0.016389,0.414354,0.066199,0.348155,1.6721,7196.4,773.349,3.1102,9.316137,1.627,1.272,0.30958846,A      
539185,53512,2.59208639769,-9.26773779364,2429152108693740672,2.0224,49.948,48.888,10.238,13.369863,0.00571,14.265941,0.003034,12.277602,0.003826,11.830573,0.049536,1.988339,0.896078,1.09226,,5091.2,2799.066,16.9557,3.4354064,0.968,13.317,0.31879976,M      
443465,57792,72.70492702356,26.9084677658,154400264656931712,2.6459,20.269,-10.62,-17.264,15.38826,0.002781,16.384264,0.004184,14.400444,0.004,14.044122,0.088971,1.98382,0.996004,0.987816,,5234.4,353.3725,0.7597,0.4297658,0.884,1.719,0.62373924,K      
191832,6159,37.29286565925,8.63145626722,22771920899102336,1.6914,19.949,19.933,-0.792,12.604891,0.002775,12.877938,0.002993,12.159192,0.003817,11.989044,0.02035,0.718746,0.273047,0.445699,,6444.8,606.8809,1.4014,2.5654306,1.183,4.008,0.36098948,F      
239227,53554,40.14482110363,31.80084291799,133117705272122112,1.1493,8.774,-5.968,-6.432,14.412372,0.00277,14.831409,0.003352,13.814564,0.003935,13.652075,0.189811,1.016845,0.419037,0.597808,,6127.5,806.1873,1.0966,1.6754937,1.128,2.565,0.45438704,F      
573528,87855,268.80432411626,-31.74508080843,4043646734924667776,0.1175,6.613,0.013,-6.613,14.643367,0.002796,16.468262,0.00544,13.379735,0.003946,12.505176,0.047369,3.088527,1.824895,1.263632,,4740.3,2473.4202,20.2973,236.40382,3.101,0.346,0.04634289,M      
128279,28279,23.521150583,30.59025497448,303367387091836160,-0.1261,0.139,0.07,-0.12,17.383839,0.003087,17.399014,0.007672,17.34076,0.017491,,,0.058254,0.015175,0.043079,,16192.2,15889.558,1.4475,,,,,B      
289906,4233,39.50368926231,7.43532667107,19713663666105216,3.5614,4.805,0.896,-4.721,12.100175,0.002803,12.426494,0.003573,11.606809,0.003919,11.423707,0.022849,0.819685,0.326319,0.493366,,5724.2,276.2722,0.9396,0.86987174,1.0,2.944,0.5498469,G      
388787,3114,48.73788854926,8.94274349821,14162779213313664,2.4827,16.478,7.541,-14.652,13.299198,0.002764,13.83474,0.002962,12.606731,0.003841,12.328354,0.02505,1.228008,0.535542,0.692467,,5686.9,391.1264,1.0762,1.0732138,0.949,9.338,0.49908146,K      
89916,89916,114.8298773581,-7.47965009127,3054156741744463232,1.0917,5.201,-5.12,0.916,11.986631,0.002768,12.121093,0.002897,11.743188,0.003805,11.637943,0.035325,0.377905,0.134461,0.243443,,7768.8,841.3101,1.7801,11.501911,1.735,0.868,0.5246492,A      
327324,41651,41.620347234,35.80841878943,140939218676240512,1.9379,22.187,-5.693,-21.444,13.051415,0.002767,13.39865,0.002889,12.538124,0.003842,12.295769,0.01848,0.860526,0.347236,0.51329,,5584.5,501.4388,1.1703,1.2197953,0.917,13.415,0.55706155,G      
463799,78126,65.9572818202,33.27060391415,172710152620129920,0.4028,3.233,0.15,-3.229,13.056675,0.002763,13.826309,0.002917,12.199563,0.003843,11.818371,0.020831,1.626746,0.769634,0.857112,,4995.7,2068.2214,10.0065,61.653572,2.702,0.502,0.09254917,K      
337684,52011,60.11651887104,28.58353895214,166817461787693696,1.5049,3.329,-0.564,-3.281,13.359706,0.002759,13.827635,0.00287,12.724568,0.003802,12.438865,0.027714,1.103066,0.467929,0.635138,,5401.8,643.7334,1.6459,2.0955198,0.98,12.141,0.51762,G      
345622,59949,79.79738614636,36.66822462291,184047667988675200,1.391,4.377,0.22,-4.371,14.553423,0.002778,14.988928,0.003151,13.945917,0.003955,13.74738,0.107697,1.043011,0.435505,0.607506,,5683.1,652.3351,0.8764,0.82411134,0.982,3.516,0.5768273,G      
127517,27517,63.97728370064,55.77807671572,276732993522397568,0.0934,0.419,-0.199,0.368,13.725272,0.002776,14.077579,0.002857,13.172381,0.003809,,,0.905197,0.352306,0.552891,,11632.2,3195.5364,3.9523,391.07938,3.884,,0.48584428,B      
197214,11541,60.82128465667,14.05007615332,38911823883827584,0.932,6.982,3.931,-5.77,14.686663,0.002764,15.128425,0.002972,14.067948,0.003903,13.689731,0.152603,1.060476,0.441762,0.618714,,6109.8,1002.6166,1.2531,2.0969381,1.135,4.226,0.41082433,F      
22270,22270,29.51100623233,57.14869010344,505273524803084160,0.8116,5.833,4.392,-3.838,11.617747,0.002768,11.872267,0.002847,11.206317,0.003793,11.036801,0.01615,0.66595,0.254519,0.41143,,8122.4,1032.6478,3.2466,53.120483,2.395,0.623,0.47130248,A      
138379,38379,8.26393181202,63.27891028428,430873253745199872,0.3786,3.328,-3.313,-0.318,12.867179,0.002763,13.104608,0.002874,12.468576,0.003798,,,0.636031,0.237429,0.398603,,14116.0,3463.5234,4.5736,473.70346,4.453,,0.4796062,B      
376128,90455,52.37688369346,41.71610840446,237783859256598272,0.5413,3.41,3.131,-1.351,14.705631,0.002766,15.085804,0.002979,14.14696,0.003922,13.641098,0.128431,0.938844,0.380173,0.558671,,6088.0,1948.2095,2.1669,4.6178203,1.347,3.374,0.3357625,G      
338887,53214,61.69500756505,31.97736833142,169386848664801792,1.3802,5.174,0.133,-5.172,14.788478,0.002779,15.304705,0.003219,14.110003,0.003994,14.015513,0.120516,1.194702,0.516227,0.678475,,5598.9,668.6534,0.9143,0.81855565,0.926,8.395,0.6233555,G      
499151,13478,147.63601049094,32.91230145794,793620625277766400,5.2736,126.718,-104.907,-71.078,14.872526,0.002782,15.905886,0.003494,13.861525,0.003865,13.364505,0.047222,2.044361,1.03336,1.011002,,3840.8,190.3,0.5945,0.06911965,0.586,11.259,0.639098,M      
198965,13292,57.10876109577,15.69234457548,42979742027870976,0.8138,13.778,11.566,-7.487,14.883844,0.002772,15.449922,0.003569,14.164199,0.004075,13.91062,0.263859,1.285723,0.566077,0.719646,,5242.3,978.5079,1.5018,2.167726,0.986,11.964,0.4924833,F      
210399,24726,56.13292361748,24.2186469188,65285362622495872,1.0679,3.437,-0.516,-3.398,14.650668,0.002779,15.101292,0.003486,14.023835,0.003884,13.554208,0.180528,1.077457,0.450624,0.626833,,6017.7,845.7449,1.0929,1.6199403,1.078,4.7,0.4704022,F      
242037,56364,48.26375709987,33.62080941334,137423594669208320,0.975,4.266,1.033,-4.139,13.360181,0.002771,13.673497,0.002975,12.877524,0.003927,12.719306,0.051898,0.795973,0.313316,0.482656,,6638.3,1004.074,1.7513,5.399542,1.42,1.985,0.41236383,F      
196125,10452,55.93592941127,11.32627792343,36528632430187776,0.9194,6.178,4.98,-3.656,14.598092,0.002768,15.136136,0.003127,13.883218,0.003983,13.473092,0.100683,1.252918,0.538044,0.714874,,5365.2,903.8174,1.514,2.2452734,1.001,11.315,0.4915844,F      
35826,35826,326.47655976237,29.01474997206,1801312101441139328,1.4998,6.569,-0.32,-6.561,11.588808,0.002785,11.732454,0.0029,11.329803,0.003804,11.203397,0.014224,0.402651,0.143646,0.259005,,7529.0,742.8924,1.9569,8.333068,1.619,0.884,0.47942865,A      
561371,75698,268.34366750677,-39.22770357257,4036451810098934144,0.2604,2.773,1.848,-2.068,12.348125,0.002794,13.762002,0.00327,11.186667,0.003934,10.681677,0.024908,2.575335,1.413877,1.161458,,3671.0,5599.6587,93.3232,555.4471,1.764,1.733,0.0079137,M      
174541,74541,11.59857219282,64.48786408412,524080984736726912,0.2608,2.201,-2.184,-0.272,11.931625,0.002771,12.196529,0.002925,11.494926,0.003838,,,0.701604,0.264904,0.4367,,18554.7,3495.0447,6.5124,,,,,B      
334728,49055,74.16264730493,31.02308429424,160030210867901184,0.6664,0.748,-0.672,-0.328,15.279654,0.002774,16.187832,0.00348,14.331273,0.003927,13.872278,0.075096,1.856559,0.908178,0.948381,,6611.6,1034.4783,1.8149,10.3178005,1.633,1.712,0.42880592,G      
223925,38252,35.97711968327,24.12838016311,102600691323581056,2.0193,10.29,-3.931,-9.51,11.625117,0.002766,11.868842,0.00283,11.226973,0.003789,11.063711,0.014153,0.64187,0.243725,0.398145,,6699.2,480.7411,1.6099,4.838951,1.394,1.888,0.50143147,F      
38657,38657,305.25075580862,27.52523348618,1836206378571531904,2.7311,15.645,-1.226,-15.597,10.258559,0.002765,10.377155,0.002805,10.035831,0.003784,9.932909,0.016337,0.341325,0.118596,0.222729,,7565.3,378.5669,1.7457,8.29043,1.621,0.833,0.4994222,A      
120936,20936,60.30118150223,52.17830822642,251031359463784448,0.2219,1.314,0.749,-1.08,17.621548,0.002911,18.533411,0.017389,16.666744,0.007394,,,1.866667,0.911863,0.954803,,9617.5,2566.3835,1.3535,14.699841,,,0.60223913,B      
346685,61012,75.43732829433,35.87166732473,185981605862003712,0.192,1.094,1.055,-0.292,15.195212,0.002777,16.290213,0.004856,14.158094,0.003952,13.775502,0.079455,2.132118,1.095,1.037118,,6098.0,2562.6145,6.1514,44.991287,2.43,0.658,0.20167561,G      
554033,68360,91.03458274168,24.55908306078,3426438017270079232,7.3758,35.868,-27.115,-23.481,15.008616,0.002823,16.148106,0.005298,13.946255,0.004019,13.468,0.130017,2.201851,1.139489,1.062362,,3696.4,135.4819,0.4641,0.034963515,0.501,0.404,0.60382956,M      
90825,90825,109.16877487388,-5.62452932957,3058347019220788864,1.1305,2.027,-1.554,-1.301,11.277543,0.002776,11.299002,0.002868,11.230123,0.00381,11.209726,0.023406,0.068879,0.021459,0.047421,,7999.9,810.1297,2.0123,25.316628,2.186,0.208,0.46667284,A      
411768,26095,36.50095671483,18.66032687731,86022014481557248,1.0348,5.244,5.094,-1.248,11.15181,0.002761,11.852865,0.002947,10.336576,0.003812,9.998025,0.037994,1.51629,0.701056,0.815234,,4920.6,888.0583,9.6561,54.624184,2.801,0.455,0.05001221,K      
410788,25115,40.56774034568,17.33669070455,82075351853574144,0.5622,8.838,1.503,-8.71,14.026498,0.002763,14.567079,0.003071,13.336606,0.003829,13.09537,0.077918,1.230473,0.540581,0.689892,,5026.7,1498.4048,3.2698,7.5297036,1.451,3.056,0.2247377,K      
608969,23296,258.5818780686,-32.5120519937,5980236635394436480,0.1927,2.336,-2.166,-0.874,15.874155,0.002806,17.679585,0.007059,14.558591,0.003932,13.782401,0.149469,3.120994,1.80543,1.315564,,15005.3,2382.0337,5.75,1481.8871,5.526,,0.59672713,O      
157754,57754,25.85164852958,58.79359007973,506090363163563264,0.2493,0.771,-0.666,-0.388,15.00071,0.002763,15.274433,0.002979,14.552108,0.003868,,,0.722325,0.273724,0.448602,,9974.2,5664.6533,3.6817,49.26738,2.478,0.34,0.4263116,B      
390175,4502,41.50295774247,7.953397662,20554309024968192,0.0347,2.218,-0.247,-2.204,14.679684,0.002806,15.451122,0.004643,13.827322,0.004039,13.559251,0.078801,1.6238,0.771439,0.852362,,4757.1,3964.3628,9.2328,42.460434,2.603,0.556,0.0564748,K      
129532,29532,26.26208655869,52.34707485911,407865457530564480,2.3021,9.752,8.827,-4.146,9.554811,0.002832,9.582456,0.002836,9.480205,0.003813,9.437725,0.010738,0.102251,0.027645,0.074606,,10063.5,526.0914,2.4477,37.571396,2.376,0.244,0.51460266,B      
557430,71757,189.34712718845,1.05776500911,3697074248869169408,4.8717,43.149,-40.495,14.901,14.825274,0.002772,15.764043,0.0035,13.864303,0.003855,13.342,0.064968,1.89974,0.938769,0.960971,,4008.8,193.1898,0.5634,0.08107017,0.609,9.939,0.6720611,M      
146639,46639,35.68753440237,57.0685668058,458406364933894784,0.3189,1.345,-0.483,-1.255,14.233803,0.002767,14.477145,0.003023,13.827478,0.003854,,,0.649667,0.243342,0.406324,,10427.2,3868.8562,3.2797,63.90479,2.643,0.282,0.46684855,B      
319067,33394,55.11352522221,29.34831005301,119965072303837568,2.9437,14.491,8.27,-11.899,12.732875,0.002765,13.170414,0.002851,12.127091,0.0038,11.899399,0.028816,1.043323,0.437539,0.605783,,5629.1,324.3581,1.0005,0.981964,0.928,10.136,0.53776604,G      
562693,77020,269.03049657064,-36.73063133878,4037325200333721216,0.0917,7.235,-5.076,-5.156,14.920817,0.002785,16.204851,0.004012,13.809944,0.003844,13.209109,0.048184,2.394907,1.284034,1.110873,,4831.7,2471.4304,10.0706,46.754417,2.405,0.694,0.08849796,M      
335658,49985,61.52945734203,25.62266772259,162446250233459584,1.4586,7.527,1.154,-7.438,14.762572,0.002767,15.235768,0.003279,14.123455,0.003872,13.803434,0.128746,1.112313,0.473196,0.639117,,5519.8,609.5009,0.8027,0.64446914,0.947,2.795,0.60166264,G      
144950,44950,37.84847455962,55.6086945708,457328701794484352,0.1378,0.783,-0.603,-0.499,17.439844,0.002918,17.695309,0.00793,16.944414,0.006907,,,0.750895,0.255465,0.49543,,9691.6,4649.7686,1.0378,8.589917,,,0.9021797,B      
450949,65276,69.48876601296,30.94873228746,159614659895255168,0.4869,4.228,0.202,-4.223,13.37941,0.002764,14.303343,0.003149,12.433036,0.00383,11.948371,0.049492,1.870307,0.923933,0.946374,,5029.9,1934.5835,9.8865,49.150665,2.501,0.622,0.11448674,K      
606783,21110,230.37460483804,-47.91519131758,5902794423620917504,0.532,7.257,-7.254,-0.215,16.596321,0.002865,16.544418,0.004407,16.669933,0.005371,,,-0.125515,-0.051903,-0.073612,,17657.1,13988.158,1.5969,3.9269931,,,1.4748785,O      
277825,92152,67.15697365385,38.63101527384,179202463841267328,0.8719,8.699,-0.365,-8.692,14.100846,0.002775,14.959876,0.003191,13.181968,0.003939,12.707516,0.052045,1.777908,0.85903,0.918879,,7121.4,1006.9776,2.6955,20.287163,1.914,1.117,0.4267778,F      
242043,56370,48.18455480675,33.81767507416,137429749358424192,1.1601,6.434,-4.864,-4.211,14.27859,0.00277,14.62429,0.003022,13.760111,0.00392,13.519135,0.068836,0.86418,0.3457,0.518479,,5978.7,821.887,1.0538,1.3130146,1.074,2.975,0.49638692,F      
594936,9263,287.28355465662,-11.5119841837,4199086068127909888,0.5705,7.147,-5.893,-4.043,16.84831,0.002985,16.974684,0.00666,16.61,0.006767,,,0.364683,0.126373,0.23831,,18415.6,11319.961,1.6846,6.709186,,,1.5206554,O      
62029,62029,301.50089893317,45.43772652977,2082226159729056256,1.8165,6.125,5.648,2.37,11.256153,0.002771,11.433536,0.002913,10.95161,0.003799,10.83188,0.008709,0.481926,0.177382,0.304544,,7418.7,534.6139,1.7367,8.450583,1.613,1.018,0.5717794,A      
153240,53240,43.22299088674,63.35527624099,467466924859574528,0.1905,1.015,-0.689,0.745,15.996153,0.002779,16.45446,0.003635,15.352491,0.004101,,,1.101969,0.458307,0.643662,,10206.6,4203.7485,2.341,55.698967,2.555,0.305,0.50064075,B      
363190,77517,89.37281960975,50.62801393814,211636545032459520,0.5332,5.07,1.762,-4.754,14.631927,0.002765,15.191077,0.00338,13.912906,0.003987,13.760035,0.08004,1.278172,0.559151,0.719021,,5570.7,1272.8363,2.0456,6.9792724,1.457,2.958,0.5073315,G      
272008,86335,66.90600524676,33.18004428325,172523961494013440,0.9026,5.15,-0.046,-5.15,14.529659,0.002768,14.943535,0.003107,13.93851,0.003937,13.573287,0.096723,1.005025,0.413876,0.591149,,6631.0,975.8118,1.1798,2.906515,1.32,0.466,0.5736746,F      
415423,29750,36.60823308107,22.55764524523,101364531016135168,0.7402,9.527,-0.731,-9.499,10.926861,0.002761,11.548564,0.003005,10.171404,0.003793,9.86594,0.007572,1.37716,0.621703,0.755457,,4793.4,1322.5825,13.956,84.744446,3.102,0.345,0.08947243,K      
493342,7669,39.45529529788,55.00434997911,454213858375491584,4.7461,27.474,21.737,-16.803,15.334113,0.002921,16.600079,0.006079,14.216743,0.004503,13.602878,0.078218,2.383335,1.265966,1.11737,,3590.5,211.089,0.7323,0.075601816,0.599,9.753,0.33640775,M      
400979,15306,52.6425396077,17.45762657108,54884979056532608,2.0714,3.591,-3.41,-1.126,14.851811,0.002774,15.451189,0.003231,14.115448,0.003895,13.786757,0.094276,1.335741,0.599378,0.736363,,4848.5,477.2975,0.7867,0.2805086,0.78,8.293,0.6135803,K      
83512,83512,110.9032836223,-17.84681799053,3027569421018485632,0.6065,2.978,-1.89,2.302,13.949623,0.002773,14.189311,0.002884,13.562243,0.003843,13.333985,0.085025,0.627068,0.239688,0.38738,,7154.6,1664.6932,1.856,6.7243724,1.53,1.122,0.50306994,A      
25751,25751,19.20985600317,68.03562095446,531816186470262400,0.7781,2.716,1.741,-2.084,15.015855,0.002766,15.756142,0.003178,14.164011,0.003861,13.835672,0.123248,1.592131,0.740287,0.851844,,8364.6,1170.528,1.6322,13.495429,1.836,0.511,0.74556124,A      
607152,21479,244.33401763215,-52.07992412391,5934699983371020672,0.1783,5.521,-3.619,-4.169,16.360165,0.002831,17.91502,0.007848,15.11577,0.004173,,,2.79925,1.554855,1.244394,,15017.0,2747.376,4.1003,752.0039,4.823,,0.62889385,O      
548315,62642,101.96229430356,-3.12248494262,3105511257685143424,0.352,1.49,0.413,-1.431,15.032555,0.002793,16.232895,0.004446,13.961371,0.003905,13.521093,0.095053,2.271524,1.20034,1.071183,,5161.7,1564.2886,5.0635,37.516987,2.501,0.621,0.20099874,M      
608778,23105,257.06692037493,-34.25743130786,5978155152417656320,-0.0091,3.526,0.376,-3.506,16.779428,0.002857,18.153992,0.011413,15.562888,0.007715,,,2.591104,1.374563,1.21654,,15029.2,2428.2466,2.5315,,,,,O      
