,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
524950,39277,298.60508436095,28.93990580696,2028577517105976832,0.1295,5.021,-3.017,-4.014,16.033781,0.002959,19.091572,0.016148,14.547483,0.004127,13.860957,0.097549,4.544089,3.057791,1.486299,1.1264,3987.8,4217.5205,58.4763,968.2686,2.81,0.452,0.03272329,M      
562247,76574,269.72455633631,-37.50392549171,4037043617841454208,0.1269,9.789,-4.93,-8.456,14.58192,0.002779,15.731353,0.003713,13.525835,0.003831,13.025109,0.059251,2.205518,1.149433,1.056085,,4392.1,6500.9966,29.4068,286.3033,3.31,0.292,0.01806375,M      
560707,75034,184.69484504571,36.61654766166,4029519664064935808,4.6039,60.028,-43.003,-41.882,15.306088,0.00278,16.284393,0.004454,14.316751,0.003937,13.860589,0.104128,1.967643,0.978306,0.989337,,3839.4,215.2063,0.5313,0.055133983,0.552,12.787,0.6484485,M      
560643,74970,172.49209074522,28.48173586406,4021896337632689536,5.378,35.532,-34.168,-9.75,14.722331,0.002802,15.699795,0.004033,13.743142,0.003981,13.379151,0.143899,1.956653,0.977464,0.979189,,4000.2,183.3339,0.5852,0.074942574,0.611,0.814,0.5958434,M      
240427,54754,39.69765007615,35.32917954284,135084594136502016,1.2759,16.242,-11.458,-11.512,14.002192,0.002772,14.292854,0.002921,13.54626,0.003853,13.293941,0.071243,0.746594,0.290663,0.455932,,5882.6,765.5375,1.0272,1.1163893,1.046,2.894,0.56377614,F      
344936,59263,81.49840187903,35.02952301926,182924929178205440,1.3723,3.363,1.036,-3.199,14.594863,0.002827,15.06741,0.004575,13.950528,0.00457,13.569198,0.087371,1.116882,0.472548,0.644335,,5674.2,676.2837,0.9438,0.9060326,0.964,6.305,0.5551155,G      
588157,2484,297.12253463972,29.12593303818,2031724903519642368,0.0671,6.109,-2.75,-5.455,14.864738,0.002877,15.691648,0.003913,13.952713,0.00443,,,1.738935,0.826909,0.912025,,15054.4,4412.673,5.6574,2552.2415,6.202,,0.5170107,O      
304853,19180,33.22471719579,12.6947752551,73841521589795072,1.7909,7.633,6.997,3.05,14.072442,0.002767,14.521539,0.003011,13.44805,0.003916,13.27517,0.064639,1.073489,0.449097,0.624393,,5775.6,510.8122,0.8759,0.87342954,1.034,0.657,0.5597248,G      
600468,14795,82.47816428823,-66.75532351659,4660221214805958016,-0.0362,1.321,1.29,0.284,16.785261,0.002899,16.669989,0.005331,16.720419,0.006934,,,-0.05043,-0.115273,0.064842,,19347.7,16580.871,1.7762,,,,,O      
128516,28516,37.68741154674,44.67784599314,341269820643239680,1.0604,5.087,0.882,-5.01,10.22679,0.00287,10.045785,0.008141,9.859928,0.004253,,,0.185857,-0.181005,0.366862,,9767.8,1358.1812,5.5128,378.0489,4.461,,0.8511579,B      
575964,90291,274.30343878244,-31.3350963876,4046297215195100416,0.089,2.855,-1.064,-2.649,13.780489,0.002823,14.807359,0.003874,12.758218,0.003936,12.303897,0.050195,2.049141,1.02687,1.022271,,4839.9,5940.2656,30.1635,308.79355,3.698,0.217,0.08835964,M      
532236,46563,273.30555405065,55.07344478884,2149961092512388608,6.1772,67.714,-44.786,50.787,14.557131,0.002826,15.543035,0.003405,13.53062,0.003898,13.09594,0.050533,2.012415,0.985904,1.026511,,3937.8,165.5079,0.593,0.071003035,0.593,8.105,0.6643507,M      
564864,79191,272.37705043594,-34.2610096474,4039502778675403392,0.1541,7.384,-2.336,-7.005,13.986116,0.002778,15.132311,0.003727,12.934747,0.003854,12.503027,0.242913,2.197564,1.146195,1.05137,,4307.9,3419.8237,20.4937,72.9027,2.804,0.454,0.02026942,M      
592047,6374,268.3786749152,-26.08446636328,4066929649553818368,0.3913,1.088,-0.082,-1.085,11.538565,0.003695,13.05278,0.007209,10.335576,0.007013,,,2.717204,1.514216,1.202989,,23693.4,1392.8206,13.6665,,,,,O      
300954,15281,57.59758457493,22.83732642112,64146371656184320,3.2339,8.074,-2.309,-7.736,11.785687,0.002771,12.149966,0.002871,11.244357,0.003792,11.010458,0.017645,0.905609,0.36428,0.541329,,5589.7,304.4769,1.3469,1.606698,0.939,13.347,0.5176946,G      
604647,18974,118.96751793448,-35.20822235963,5545461012945973376,0.0921,2.669,-1.369,2.291,13.978393,0.00292,14.975726,0.005408,12.98179,0.004808,,,1.993937,0.997334,0.996603,,31399.4,4148.3516,6.0117,,,,,O      
579055,93382,274.51589460745,-30.16204580171,4049515485749645824,0.1103,6.083,-1.06,-5.99,14.250769,0.002831,15.560692,0.004248,13.125276,0.003936,12.583998,0.120972,2.435416,1.309923,1.125493,,3751.1,13087.252,87.4068,300.9585,3.51,0.25,0.00436986,M      
115626,15626,73.40362153031,44.69062129303,206172350202813696,0.3368,1.219,-0.4,-1.152,15.499218,0.002779,15.921966,0.003655,14.89294,0.004112,,,1.029026,0.422748,0.606278,,10344.2,5422.142,3.5316,33.46158,2.389,,0.45292857,B      
375891,90218,55.32281792184,42.36040763988,237461186953377408,1.3393,9.241,-7.29,5.679,14.662548,0.002767,15.118788,0.003105,14.017755,0.003866,13.684131,0.107898,1.101033,0.45624,0.644794,,5665.8,675.8142,0.9087,0.87907016,0.966,5.821,0.56216955,G      
214233,28560,55.15446076227,27.04547650793,71144316488894464,0.9811,12.284,9.943,7.214,13.716971,0.002768,14.123514,0.003081,13.127963,0.003825,12.836068,0.078476,0.995551,0.406543,0.589008,,5702.4,1077.5823,2.0517,3.2831993,1.123,7.063,0.31928313,F      
594929,9256,287.23166067357,-13.15351358316,4197594035167937536,0.1502,4.978,-4.802,-1.314,17.223326,0.00304,17.192837,0.006653,17.2889,0.009862,,,-0.096064,-0.030489,-0.065575,,15213.8,16916.967,1.5743,134.50989,,,1.1929542,O      
253336,67663,66.74105895886,26.81189596824,152143448321133056,1.7899,10.946,6.957,-8.45,12.81538,0.002763,13.431027,0.002957,12.052704,0.003816,11.715193,0.019791,1.378324,0.615647,0.762676,,6636.1,555.6808,2.0271,7.2332826,1.508,1.95,0.38019547,F      
214169,28496,54.48805549201,26.88550061363,71036770507804416,1.4903,13.682,-5.33,-12.601,13.07243,0.002763,13.46101,0.002891,12.508058,0.003805,12.238426,0.054865,0.952952,0.38858,0.564372,,5695.8,651.0493,1.6307,2.5445309,1.05,9.07,0.4957267,F      
521863,36190,292.670117974,22.70187973143,2019360963966959744,5.6369,16.972,13.65,-10.085,15.247952,0.00279,16.418398,0.003637,14.175306,0.003888,13.75532,0.188331,2.243092,1.170446,1.072645,,3717.0,174.0498,0.536,0.051860947,0.544,13.074,0.6334211,M      
75732,75732,321.06486968947,0.62780696806,2690950912508230272,3.7586,18.81,18.263,4.501,8.724901,0.002766,8.823203,0.002843,8.522798,0.003803,8.420551,0.005908,0.300406,0.098302,0.202104,,7824.7,255.3466,2.2975,19.033293,1.915,0.907,0.43913737,A      
353112,67439,89.22413708585,45.21459810273,196710223712014848,1.9743,13.936,-12.951,-5.145,13.366434,0.002772,13.745196,0.002982,12.817705,0.003889,12.650679,0.052602,0.927491,0.378762,0.548729,,5784.6,478.7192,0.9798,1.0267326,0.997,5.097,0.5235707,G      
445441,59768,76.1218817647,29.07990242712,155813476400911104,0.2187,2.276,1.805,-1.386,14.768344,0.002786,15.705987,0.003183,13.798888,0.003892,13.430496,0.11963,1.907099,0.937643,0.969456,,4995.6,1553.7306,4.3558,11.515489,1.53,2.601,0.1566679,K      
121461,21461,69.9319398546,44.09096663483,252797484373705472,1.1668,2.421,1.178,-2.115,14.983519,0.003087,15.340384,0.00309,14.366295,0.003923,,,0.974089,0.356865,0.617224,,9966.0,2018.7634,1.6483,4.1919727,,,0.69575834,B      
390722,5049,39.03511060341,9.33773811145,23257076109646208,3.0662,6.798,-1.069,-6.713,12.486264,0.002805,12.946581,0.003267,11.85708,0.004022,11.612674,0.018209,1.089501,0.460317,0.629185,,5377.1,299.1871,1.1075,1.1409194,0.936,10.639,0.3509749,K      
33315,33315,126.78895921286,71.3403419952,1121796465024483584,3.2682,25.298,-13.072,-21.659,9.539148,0.002767,9.622468,0.002817,9.376424,0.003795,9.302743,0.007519,0.246044,0.08332,0.162725,,8006.5,310.8176,1.7698,11.241755,1.749,0.66,0.61597425,A      
43694,43694,335.94517475344,44.12584611218,1958968397988661888,0.6779,4.32,-1.632,-4.0,12.236592,0.00276,12.485383,0.002843,11.840035,0.003794,11.688044,0.030177,0.645348,0.248791,0.396557,,6454.1,1820.1115,4.7754,22.114866,1.93,1.233,0.23282053,A      
188481,2808,51.26330086698,8.59646830786,10950315474605056,0.7497,4.663,-2.7,-3.801,14.457372,0.002776,14.895656,0.003258,13.844278,0.003869,13.520188,0.13736,1.051377,0.438284,0.613093,,5786.7,1211.9346,1.7097,3.220402,1.115,7.091,0.47851247,F      
485411,99738,73.76988149406,35.89416949163,186165945858382592,0.0923,0.906,0.344,-0.838,15.250977,0.002771,16.314108,0.004215,14.234713,0.003897,13.790133,0.088575,2.079395,1.063131,1.016264,,5834.4,2289.3547,5.2362,210.08817,3.308,0.292,0.1618734,K      
408453,22780,57.268216161,28.90862743661,71705101779684864,1.2136,2.14,0.105,-2.138,10.156721,0.002759,10.754437,0.002809,9.416233,0.003785,9.111948,0.005359,1.338204,0.597716,0.740488,,4754.2,816.074,12.3316,64.001335,3.203,0.318,0.06647505,K      
115967,15967,73.58726638651,45.94369653801,206563432744111488,0.2186,0.87,0.321,-0.809,16.226587,0.002802,16.609259,0.00494,15.655274,0.00443,,,0.953984,0.382671,0.571313,,10036.8,3613.1987,1.6074,28.596571,2.256,,0.7948607,B      
334442,48769,68.29487627753,30.15678010855,159141629377860224,0.938,6.705,0.455,-6.69,13.684461,0.002766,14.19607,0.002975,13.005265,0.003865,12.740241,0.029232,1.190805,0.511609,0.679195,,5850.3,897.5649,2.034,5.6892576,1.317,3.925,0.4698809,G      
512118,26445,295.38430128088,18.36141630244,1824383497524952064,0.1293,6.133,-2.842,-5.434,15.267094,0.002795,16.181171,0.019087,14.176076,0.007885,13.556589,0.160918,2.005096,0.914078,1.091018,1.3186,5179.6,5100.2593,12.8799,116.438286,3.1,0.346,0.12492184,M      
177535,77535,27.52209049516,72.13472134211,534451647121364608,1.1925,1.471,-1.399,-0.455,10.360971,0.002789,10.52279,0.002897,10.062062,0.003867,,,0.460728,0.161819,0.298909,,12470.2,842.2611,3.2211,228.09445,3.57,,0.65905637,B      
177101,77101,8.91254892029,68.43995760987,529632315860307072,0.2298,1.804,-1.791,0.219,13.780898,0.002762,14.260507,0.002927,13.120409,0.003801,,,1.140098,0.479609,0.660489,,11529.4,2920.0078,4.3167,536.14905,4.095,,0.46500838,B      
229479,43806,45.96488641336,27.19776318528,115741195308094208,0.8026,8.456,6.315,-5.624,14.285497,0.002765,14.66237,0.002881,13.73208,0.003814,13.458319,0.073554,0.930289,0.376873,0.553416,,5931.7,1194.6986,1.6373,2.9579477,1.118,6.738,0.33452272,F      
247829,62156,44.79455230669,39.40566743384,143633400121435136,0.9876,6.537,2.155,-6.172,13.006489,0.002782,13.258111,0.002926,12.602675,0.003803,12.470892,0.040466,0.655437,0.251622,0.403814,,6602.2,986.1505,1.7714,5.266504,1.408,2.126,0.48732427,F      
598099,12426,84.24483572305,-69.35760303452,4657663613313192448,0.0597,1.787,1.578,0.837,15.390012,0.002924,15.238924,0.010282,15.181372,0.010006,,,0.057552,-0.151088,0.20864,,24386.5,12717.887,2.4771,,,,,O      
75947,75947,337.65533747049,17.90942224555,2737745161018255616,3.707,8.906,-6.847,5.694,9.854812,0.002846,9.975527,0.003045,9.625769,0.003868,9.53375,0.014399,0.349758,0.120715,0.229043,,7572.3,267.5216,1.5106,6.8383617,1.579,0.488,0.5042641,A      
573526,87853,268.76714862582,-31.82665134638,4043644398461815168,-0.0352,9.392,-4.097,-8.451,14.94692,0.002914,16.839973,0.008055,13.62239,0.004715,12.643106,0.209308,3.217584,1.893053,1.324531,,3984.0,3611.9036,30.2356,250.2692,3.211,0.316,0.03348552,M      
175035,75035,12.27388988125,64.63359547805,524414652151736832,0.3149,2.661,-2.625,-0.436,15.787011,0.002779,16.246788,0.00377,15.145147,0.004072,,,1.101641,0.459777,0.641864,,9799.0,3183.5981,1.9836,27.074448,2.203,0.229,0.5381266,B      
440141,54468,63.928925948,26.32217229992,150716282229158272,0.6723,15.581,14.617,-5.397,14.199979,0.002761,14.835538,0.003152,13.434981,0.003823,13.164717,0.051606,1.400557,0.635559,0.764998,,4923.7,1244.9465,2.9584,5.806579,1.15,7.0,0.19978605,K      
227442,41769,49.83690814225,24.6772187632,111125308054292096,1.2124,13.779,1.324,-13.715,13.436782,0.002763,13.788168,0.00295,12.91453,0.003806,12.704867,0.042456,0.873638,0.351386,0.522252,,6223.5,784.1668,1.4295,2.8359435,1.212,3.658,0.5108998,F      
478964,93291,81.13045009688,34.20778300807,182732686442387072,0.2902,2.619,1.217,-2.319,14.709478,0.002777,15.747822,0.003708,13.700727,0.003888,13.362244,0.080167,2.047094,1.038343,1.008751,,5423.9,1904.2015,5.7405,93.59644,2.753,0.456,0.11285034,K      
366980,81307,58.57317583736,34.61001262047,218824189983551104,1.0129,17.378,12.976,-11.56,14.139516,0.002763,14.600623,0.002979,13.508142,0.003824,13.214514,0.175876,1.092481,0.461107,0.631373,,5782.2,776.3052,1.3027,2.5229669,1.054,8.761,0.3975457,G      
469713,84040,64.99894915302,36.01250008048,177340784497383424,2.5075,29.278,0.352,-29.275,14.115929,0.002766,14.69267,0.003238,13.388268,0.003828,13.143614,0.052974,1.304402,0.576741,0.727661,,5421.1,381.4079,0.8075,0.51626146,0.868,7.927,0.6029285,K      
133433,33433,14.10132567228,61.45465703446,426679922555451776,0.2682,1.638,-1.512,-0.63,15.084278,0.002769,15.553854,0.003311,14.427469,0.004017,,,1.126385,0.469576,0.656809,,10094.1,3920.2256,3.4148,81.752174,2.725,0.34,0.42900494,B      
30900,30900,105.72659147448,45.80366123555,953581730118693760,0.5515,3.357,0.387,-3.334,13.438456,0.002801,13.647981,0.003013,13.096806,0.00384,12.916204,0.048165,0.551175,0.209525,0.34165,,7098.8,2291.0042,2.9147,10.583782,1.663,1.355,0.44653183,A      
551565,65892,93.29946379645,5.95597049052,3318814829846351232,0.2358,1.116,0.939,-0.602,12.433979,0.00473,14.225652,0.020939,11.159143,0.010302,10.646394,0.026268,3.066508,1.791673,1.274836,1.1934,3597.9,4988.806,103.0486,846.9288,1.95,1.291,0.00924264,M      
341423,55750,71.16256564223,36.70800769648,175228279062945408,2.5781,12.462,4.641,-11.566,13.437126,0.002758,14.005507,0.002851,12.712375,0.003797,12.435149,0.034194,1.293133,0.568381,0.724752,,6011.1,383.6996,1.0247,1.1947892,1.035,4.185,0.5799155,G      
35722,35722,326.69853366271,22.92911086828,1794284263634379264,3.5284,15.655,13.919,7.165,8.725693,0.00278,8.811788,0.002822,8.545045,0.003809,8.455237,0.007438,0.266743,0.086095,0.180648,,9466.2,284.7533,2.2623,37.58308,2.311,0.412,0.728112,A      
125999,25999,67.15114768774,53.50393600554,272381397076157696,0.1095,0.644,-0.094,-0.638,17.498642,0.002913,18.099611,0.013283,16.728024,0.008823,,,1.371588,0.600969,0.770618,,9643.8,2883.1865,1.055,8.403609,,,0.80120754,B      
146785,46785,36.43806479715,57.24110835268,458421311421093888,0.3842,1.25,-0.416,-1.178,13.465984,0.002764,13.675665,0.002866,13.106298,0.003817,,,0.569367,0.209681,0.359687,,12117.1,2329.126,2.3918,124.80182,3.179,,0.6823064,B      
174286,74286,12.34099103857,63.95838276649,524005560803449600,0.3888,2.919,-2.89,0.409,13.822326,0.002951,14.213841,0.003174,13.12418,0.004047,,,1.089662,0.391516,0.698146,,10068.4,2692.7175,4.1231,158.16934,3.125,0.297,0.38133603,B      
607838,22165,268.0336888853,-40.25860514589,5957897853271684992,0.464,18.232,-0.218,-18.23,16.980352,0.002948,16.92983,0.004274,16.968908,0.006909,,,-0.039078,-0.050522,0.011444,,15143.1,12230.14,1.3417,88.58345,,,1.3137448,O      
415289,29616,33.27318364361,22.77851372221,100863669109805312,0.9792,13.43,-7.63,-11.052,9.920339,0.002769,10.735878,0.002882,9.040849,0.003823,8.693808,0.00779,1.695029,0.815539,0.87949,,4398.8,1103.1183,25.9795,181.35966,3.304,0.292,0.05184434,K      
82767,82767,89.41963993904,-9.55671764164,3011419038307826816,0.9997,4.174,-0.459,-4.149,13.157548,0.002761,13.611712,0.002848,12.526054,0.003806,12.239029,0.023264,1.085658,0.454165,0.631494,,7117.5,910.0978,2.156,11.953864,1.712,1.25,0.4324641,A      
39738,39738,313.25756012681,31.07080048537,1859599759759162624,1.05,6.039,-1.231,-5.912,11.281539,0.002781,11.311538,0.002849,11.215898,0.003791,11.148608,0.00829,0.09564,0.029999,0.065641,,9244.3,941.3778,2.0476,25.96845,2.146,0.386,0.5463363,A      
353542,67869,85.79867887944,45.90221502263,197555924248903680,1.5601,18.064,1.491,-18.002,13.650484,0.002761,14.104157,0.00292,13.028795,0.00381,12.78816,0.054333,1.075362,0.453673,0.621689,,5627.7,617.5038,1.2797,1.52052,0.943,12.803,0.4552655,G      
456054,70381,65.3342997517,28.45466398587,164553773504258304,0.3172,1.098,-0.323,-1.05,14.359615,0.002771,15.113115,0.004354,13.381522,0.003937,12.999294,0.08605,1.731593,0.7535,0.978093,,5500.1,2928.9905,8.1516,43.513256,2.395,0.697,0.17580445,K      
401667,15994,55.58747977378,19.82206945678,57119049244203648,0.243,11.667,10.984,-3.934,13.973175,0.002783,14.706541,0.003269,13.139154,0.003876,12.820204,0.05915,1.567388,0.733366,0.834022,,5223.4,2572.7751,7.4627,65.376976,2.691,0.503,0.15769556,K      
561093,75420,272.23564742499,-38.13024756099,4036063716831212544,0.1183,6.441,-2.42,-5.97,14.60312,0.002788,15.593126,0.003227,13.626343,0.003936,13.267661,0.067647,1.966784,0.990006,0.976777,,4739.2,2460.6716,8.0018,29.903204,2.603,0.557,0.11786082,M      
290557,4884,36.21935054858,8.49481599864,22862905486291456,1.2985,20.682,-10.552,-17.787,14.641646,0.002772,15.04419,0.003327,14.070129,0.003915,13.673654,0.140593,0.974061,0.402544,0.571517,,5528.1,656.2302,0.8017,0.70312816,0.949,4.229,0.70927465,G      
121082,21082,59.15915870163,52.30602216719,251751986256357888,0.3451,0.752,0.014,-0.751,14.709046,0.002764,15.134921,0.002976,14.095259,0.003939,,,1.039662,0.425875,0.613788,,9890.4,5064.507,5.0313,59.85808,2.565,0.353,0.3595959,B      
191777,6104,36.58180864779,7.2654569071,22518930145411584,0.8968,13.989,10.669,-9.049,14.554067,0.002767,14.886992,0.003076,14.047193,0.003969,13.710576,0.127225,0.8398,0.332926,0.506874,,6061.4,958.235,1.0569,1.6585631,1.092,4.108,0.48673028,F      
136364,36364,0.85814418501,61.93236817422,429896543823551104,0.2683,3.651,-3.286,-1.591,14.899587,0.00278,15.22098,0.005983,14.1741,0.011107,,,1.04688,0.321393,0.725487,,11643.5,3023.1648,2.3783,118.53949,3.085,,0.5641108,B      
591983,6310,272.14126736763,-25.2102890202,4065766125730822400,0.131,9.851,-2.268,-9.587,15.331582,0.003082,16.76677,0.009322,14.029265,0.007209,12.948659,0.306762,2.737504,1.435187,1.302317,,15008.7,1849.0278,4.2154,805.4671,4.883,,0.61807996,O      
77311,77311,99.75545766614,-26.95123365029,2919900981813551104,0.361,3.433,2.915,1.814,14.316049,0.002765,14.583303,0.00292,13.889524,0.003848,13.677799,0.08383,0.693778,0.267254,0.426524,,7157.3,3828.3835,3.7252,14.7479725,1.786,1.212,0.33282456,A      
510354,24681,324.36673015662,22.77759381016,1794076391513566080,5.1844,63.13,58.862,22.817,14.718753,0.002778,15.731774,0.00431,13.718684,0.004014,13.290479,0.094757,2.01309,1.013022,1.000069,,3678.5,181.7855,0.6592,0.07358242,0.598,9.652,0.18196183,M      
140417,40417,0.22416793064,64.2359145702,431736713971630848,0.3453,2.89,-2.706,-1.017,14.309053,0.002778,14.687458,0.003022,13.732142,0.003815,,,0.955317,0.378405,0.576912,,13540.0,3653.8008,3.3546,193.21951,3.623,,0.5854511,B      
37131,37131,302.56630315607,19.80774344583,1822703753002007680,0.6088,6.553,-1.939,-6.26,12.033022,0.002774,12.180875,0.002908,11.776357,0.003918,11.663795,0.020829,0.404518,0.147853,0.256665,,7964.0,1595.1953,3.3447,38.18923,2.224,0.725,0.45011157,A      
178123,78123,129.48981087499,8.27965858138,596300030878250880,0.0489,1.345,-0.997,0.902,16.804352,0.002873,16.806503,0.005366,16.82194,0.006846,,,-0.015436,0.002151,-0.017588,,9765.2,9110.687,1.4068,15.969308,,,0.8104534,B      
303308,17635,53.39246972392,26.76447253522,69775665030483328,1.8835,11.356,-4.91,-10.24,14.190782,0.002797,14.691078,0.00338,13.529411,0.004104,13.229516,0.068779,1.161667,0.500297,0.66137,,5531.9,504.2133,0.8927,0.7142395,0.929,6.141,0.5782713,G      
505538,19865,236.12487775174,34.76345641096,1371237342258825088,6.4306,29.602,-27.956,9.732,14.277295,0.002907,15.282524,0.005203,13.240144,0.007058,12.775392,0.089117,2.04238,1.005229,1.037151,,3651.5,154.1453,0.6784,0.07270758,0.595,9.501,0.24922192,M      
535572,49899,328.27933854085,58.42058056826,2202328975928816896,0.1698,0.988,-0.8,-0.58,14.346023,0.002936,16.922281,0.009256,12.932665,0.004287,12.256351,0.021922,3.989616,2.576259,1.413358,,3868.8,2503.3862,51.9164,479.54657,3.713,0.216,0.01460678,M      
142347,42347,54.33119247237,54.5462227321,445158001427548288,2.3975,8.19,0.309,-8.184,9.385042,0.002833,9.570765,0.00301,9.029246,0.003858,8.895132,0.011559,0.541518,0.185722,0.355796,,10417.5,364.9495,2.6424,96.86431,2.85,0.304,0.5175642,B      
87955,87955,108.58750015286,-10.2994794155,3047853933080740096,0.3547,2.017,-1.775,-0.959,14.556276,0.00278,14.894137,0.003574,14.041472,0.003949,13.671568,0.167692,0.852666,0.337861,0.514805,,8179.6,2080.733,2.0199,24.155384,2.032,0.754,0.46013397,A      
274513,88840,70.30351408656,37.89370982258,175534767929008256,0.7128,2.628,0.399,-2.597,15.175202,0.002767,15.996813,0.004017,14.274938,0.003859,13.875745,0.10129,1.721875,0.82161,0.900265,,6990.6,1563.1339,2.4923,9.842428,1.637,1.418,0.35576546,F      
408111,22438,55.89422564209,27.18251643173,71114732754221696,0.2478,0.814,0.092,0.808,13.759545,0.002761,14.340225,0.00293,13.03504,0.003831,12.751385,0.103135,1.305185,0.58068,0.724505,,5265.2,4058.0854,10.2156,51.149384,2.597,0.557,0.16099843,K      
373693,88020,64.61419168694,46.36460663376,233805379511698432,2.1799,5.411,-0.666,5.37,14.139247,0.00283,14.609066,0.002988,13.461627,0.003885,13.303672,0.06363,1.147439,0.469819,0.67762,,5566.3,382.1362,0.7033,0.5643005,0.942,1.13,0.6385713,G      
574703,89030,275.66575271703,-33.53117709608,4044713020683006720,0.1472,3.742,1.847,-3.254,12.836576,0.005796,14.775838,0.023281,11.532227,0.014005,10.970629,0.074636,3.243611,1.939262,1.304349,,3530.5,4518.4375,111.3184,2077.6758,1.678,2.051,0.00944771,M      
370102,84429,62.45656733055,39.1504784936,226154908883985024,2.2513,2.909,0.079,-2.908,12.89816,0.00276,13.35936,0.002838,12.256152,0.003848,11.981351,0.023469,1.103208,0.4612,0.642008,,5934.1,438.3812,1.3035,1.9101423,1.084,6.287,0.40145388,G      
545669,59996,75.6211199665,-19.46846986783,2975943982832565888,4.9649,14.861,-14.855,0.414,15.322045,0.002776,16.441881,0.004746,14.270375,0.00386,13.780593,0.088021,2.171506,1.119836,1.05167,,3787.7,199.2348,0.5599,0.05967439,0.565,10.943,0.65745836,M      
563473,77800,274.0186799881,-35.01107624397,4038543321721714688,0.0733,6.882,-4.186,-5.463,13.663958,0.002802,14.713773,0.003312,12.653162,0.003963,12.312526,0.07842,2.060611,1.049815,1.010796,,4771.3,3316.2646,18.5865,185.75215,3.103,0.345,0.03677855,M      
303249,17576,52.40544407676,26.09522328063,69624653980014976,0.8161,7.307,3.875,-6.194,14.222607,0.002765,14.771133,0.003121,13.522285,0.003913,13.321278,0.125869,1.248849,0.548527,0.700322,,5324.0,1384.5155,2.6811,3.6761158,1.196,5.8,0.29683265,G      
87397,87397,108.36555514834,-11.16211545032,3045537365155979392,1.0389,5.998,1.017,5.911,12.436196,0.002766,12.650873,0.002835,12.078815,0.003822,11.926557,0.022749,0.572058,0.214677,0.357381,,7390.2,1148.052,2.3435,9.913424,1.659,1.122,0.4815466,A      
369104,83431,55.24216170354,38.2183139754,224123217554234752,0.5235,4.665,3.288,-3.309,14.482714,0.002761,15.019487,0.003075,13.791498,0.003836,13.616634,0.058725,1.227989,0.536774,0.691216,,5223.6,2117.1345,3.6218,6.2127037,1.45,3.029,0.26443928,G      
50678,50678,330.97727487818,54.47904139495,2005616725000319360,0.9164,2.814,0.435,-2.78,11.672299,0.002793,11.925649,0.002975,11.260904,0.003838,11.081715,0.012212,0.664744,0.253349,0.411395,,8418.2,937.6071,2.8883,47.13093,2.343,0.615,0.41569036,A      
228203,42530,41.33135110279,23.45791159723,112959121649200384,3.2985,18.063,15.17,-9.805,11.628394,0.002764,12.03885,0.002874,11.042567,0.003798,10.822907,0.017716,0.996283,0.410456,0.585827,,5896.9,292.2915,1.4303,2.3531494,1.07,7.641,0.38373762,F      
379526,93853,50.34482219699,45.690759926,242348649277817856,1.6862,7.323,0.867,-7.272,13.566326,0.00276,13.983087,0.002859,12.977999,0.003826,12.730351,0.096524,1.005088,0.41676,0.588327,,5825.6,564.5976,1.1397,1.4278948,1.006,7.965,0.47485223,G      
218892,33219,38.89587260364,19.3731614261,86325441035508096,1.6981,2.451,-1.79,1.674,12.362463,0.002775,12.630895,0.002841,11.932336,0.003808,11.744103,0.041778,0.698559,0.268432,0.430127,,6496.6,582.3978,1.4802,3.4963822,1.293,2.325,0.47950584,F      
420,420,56.83746288644,23.80314110025,65017627244152064,7.3129,49.363,19.096,-45.52,6.997606,0.00278,7.002589,0.002903,6.960183,0.003854,6.933549,0.004416,0.042407,0.004983,0.037423,,10023.6,138.6859,2.0045,36.161076,2.357,0.24,0.6560042,A      
124303,24303,70.03494495932,49.71777669711,259332294300569344,0.9548,4.44,-0.223,-4.434,10.87921,0.002778,11.085952,0.002926,10.51334,0.003821,10.347659,0.006432,0.572612,0.206742,0.36587,,10447.9,1094.1835,4.0344,157.12302,3.143,0.277,0.4906596,B      
55849,55849,288.85810649444,30.08574698318,2039231990914436608,4.5263,14.753,-8.813,-11.832,9.244822,0.002763,9.398937,0.002812,8.963388,0.003791,8.860847,0.005395,0.43555,0.154116,0.281434,,7263.3,221.8613,1.7926,8.025765,1.586,1.161,0.4852735,A      
297619,11946,62.43731216109,23.35655530007,53706921066128896,0.5482,4.43,3.91,-2.083,14.691083,0.002829,15.184814,0.003359,14.00716,0.004041,13.802155,0.100575,1.177654,0.493732,0.683923,,5385.6,842.269,1.2586,4.972568,1.304,4.043,0.5325318,G      
261785,76112,71.85907696058,32.80424512348,161237543355038080,0.7201,6.957,3.779,-5.841,14.999586,0.002769,15.849187,0.003446,14.085009,0.003854,13.62925,0.099771,1.764178,0.849601,0.914578,,6830.9,1156.794,2.1075,10.695302,1.655,1.536,0.41752267,F      
157799,57799,28.60111451309,58.39786735959,506160525748937856,0.27,1.261,-1.142,-0.535,15.306197,0.002781,15.528221,0.003262,14.926053,0.004067,,,0.602168,0.222024,0.380144,,10895.7,3747.1218,1.7962,34.134445,2.508,,0.8500377,B      
